,checkpoint,model,seed,shuffle_utterances,augment_frames,multiple_frames,cnn,eval_type,eval_dataset,stage,trial_idx,categories,logits,pred,correct,target_category,config,filtered
963,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_0,transformer,0,False,True,True,frozen_pretrained,image,saycam,test,963,"['foot', 'table', 'ground', 'chair']","[0.7507859468460083, 0.056495483964681625, 0.06521174311637878, 0.12750685214996338]",0,True,foot,contrastive_transformer_embedding,False
964,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_0,transformer,0,False,True,True,frozen_pretrained,image,saycam,test,964,"['foot', 'kitchen', 'basket', 'cat']","[0.1958751082420349, 0.16605664789676666, 0.365229070186615, 0.27283918857574463]",2,False,foot,contrastive_transformer_embedding,False
965,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_0,transformer,0,False,True,True,frozen_pretrained,image,saycam,test,965,"['foot', 'computer', 'door', 'kitchen']","[0.12716834247112274, 0.6597842574119568, 0.14684653282165527, 0.066200852394104]",1,False,foot,contrastive_transformer_embedding,False
966,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_0,transformer,0,False,True,True,frozen_pretrained,image,saycam,test,966,"['foot', 'kitchen', 'door', 'paper']","[0.08102189004421234, 0.3332234025001526, 0.41595882177352905, 0.1697959452867508]",2,False,foot,contrastive_transformer_embedding,False
967,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_0,transformer,0,False,True,True,frozen_pretrained,image,saycam,test,967,"['foot', 'ball', 'sand', 'toy']","[0.0772409439086914, 0.18855412304401398, 0.3129950165748596, 0.4212098717689514]",3,False,foot,contrastive_transformer_embedding,False
968,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_0,transformer,0,False,True,True,frozen_pretrained,image,saycam,test,968,"['foot', 'puzzle', 'ball', 'crib']","[0.07001343369483948, 0.19805856049060822, 0.25784561038017273, 0.4740823805332184]",3,False,foot,contrastive_transformer_embedding,False
969,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_0,transformer,0,False,True,True,frozen_pretrained,image,saycam,test,969,"['foot', 'road', 'basket', 'floor']","[0.5341946482658386, 0.05021713301539421, 0.15853360295295715, 0.2570545971393585]",0,True,foot,contrastive_transformer_embedding,False
970,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_0,transformer,0,False,True,True,frozen_pretrained,image,saycam,test,970,"['foot', 'chair', 'room', 'hand']","[0.29647234082221985, 0.08836629986763, 0.5517480969429016, 0.06341327726840973]",2,False,foot,contrastive_transformer_embedding,False
971,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_0,transformer,0,False,True,True,frozen_pretrained,image,saycam,test,971,"['foot', 'hand', 'toy', 'basket']","[0.10422652959823608, 0.06199313700199127, 0.31095248460769653, 0.5228278636932373]",3,False,foot,contrastive_transformer_embedding,False
972,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_0,transformer,0,False,True,True,frozen_pretrained,image,saycam,test,972,"['foot', 'puzzle', 'sand', 'basket']","[0.012342898175120354, 0.8222126960754395, 0.12501846253871918, 0.04042595997452736]",1,False,foot,contrastive_transformer_embedding,False
973,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_0,transformer,0,False,True,True,frozen_pretrained,image,saycam,test,973,"['foot', 'cat', 'kitchen', 'computer']","[0.3906403183937073, 0.22699135541915894, 0.03384392708539963, 0.34852442145347595]",0,True,foot,contrastive_transformer_embedding,False
974,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_0,transformer,0,False,True,True,frozen_pretrained,image,saycam,test,974,"['foot', 'room', 'ball', 'table']","[0.15383806824684143, 0.1387142539024353, 0.2732197046279907, 0.43422794342041016]",3,False,foot,contrastive_transformer_embedding,False
975,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_0,transformer,0,False,True,True,frozen_pretrained,image,saycam,test,975,"['foot', 'floor', 'room', 'puzzle']","[0.04208860173821449, 0.24704517424106598, 0.4943180978298187, 0.21654807031154633]",2,False,foot,contrastive_transformer_embedding,False
976,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_0,transformer,0,False,True,True,frozen_pretrained,image,saycam,test,976,"['foot', 'floor', 'paper', 'hand']","[0.659656822681427, 0.053617291152477264, 0.26283690333366394, 0.023888949304819107]",0,True,foot,contrastive_transformer_embedding,False
977,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_0,transformer,0,False,True,True,frozen_pretrained,image,saycam,test,977,"['foot', 'paper', 'room', 'window']","[0.8157624006271362, 0.09070464223623276, 0.05015788599848747, 0.04337504133582115]",0,True,foot,contrastive_transformer_embedding,False
978,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_0,transformer,0,False,True,True,frozen_pretrained,image,saycam,test,978,"['foot', 'sand', 'road', 'chair']","[0.005021384451538324, 0.4918381869792938, 0.03666085749864578, 0.4664795994758606]",1,False,foot,contrastive_transformer_embedding,False
979,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_0,transformer,0,False,True,True,frozen_pretrained,image,saycam,test,979,"['foot', 'computer', 'car', 'road']","[0.032042957842350006, 0.5730535984039307, 0.23971648514270782, 0.15518690645694733]",1,False,foot,contrastive_transformer_embedding,False
980,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_0,transformer,0,False,True,True,frozen_pretrained,image,saycam,test,980,"['foot', 'door', 'basket', 'toy']","[0.024254262447357178, 0.015504363924264908, 0.05065809562802315, 0.9095832705497742]",3,False,foot,contrastive_transformer_embedding,False
981,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_0,transformer,0,False,True,True,frozen_pretrained,image,saycam,test,981,"['foot', 'room', 'crib', 'hand']","[0.03342173993587494, 0.06236817687749863, 0.23159563541412354, 0.6726144552230835]",3,False,foot,contrastive_transformer_embedding,False
982,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_0,transformer,0,False,True,True,frozen_pretrained,image,saycam,test,982,"['foot', 'room', 'ground', 'road']","[0.87580406665802, 0.0534478984773159, 0.02717485837638378, 0.04357318952679634]",0,True,foot,contrastive_transformer_embedding,False
983,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_0,transformer,0,False,True,True,frozen_pretrained,image,saycam,test,983,"['foot', 'basket', 'car', 'ground']","[0.7642544507980347, 0.1559821367263794, 0.012826320715248585, 0.06693713366985321]",0,True,foot,contrastive_transformer_embedding,False
984,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_0,transformer,0,False,True,True,frozen_pretrained,image,saycam,test,984,"['foot', 'crib', 'chair', 'paper']","[0.04060007259249687, 0.28028014302253723, 0.632836639881134, 0.04628312215209007]",2,False,foot,contrastive_transformer_embedding,False
985,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_0,transformer,0,False,True,True,frozen_pretrained,image,saycam,test,985,"['foot', 'stairs', 'cat', 'toy']","[0.6541175246238708, 0.054778486490249634, 0.17924942076206207, 0.11185453832149506]",0,True,foot,contrastive_transformer_embedding,False
986,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_0,transformer,0,False,True,True,frozen_pretrained,image,saycam,test,986,"['foot', 'hand', 'window', 'stairs']","[0.21721526980400085, 0.025888657197356224, 0.4958207607269287, 0.26107531785964966]",2,False,foot,contrastive_transformer_embedding,False
987,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_0,transformer,0,False,True,True,frozen_pretrained,image,saycam,test,987,"['foot', 'table', 'window', 'floor']","[0.41627800464630127, 0.02764999307692051, 0.3152627944946289, 0.24080917239189148]",0,True,foot,contrastive_transformer_embedding,False
988,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_0,transformer,0,False,True,True,frozen_pretrained,image,saycam,test,988,"['foot', 'window', 'toy', 'kitchen']","[0.051853593438863754, 0.09096819162368774, 0.8008769154548645, 0.05630132183432579]",2,False,foot,contrastive_transformer_embedding,False
989,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_0,transformer,0,False,True,True,frozen_pretrained,image,saycam,test,989,"['foot', 'cat', 'kitchen', 'sand']","[0.7449421882629395, 0.07504069060087204, 0.06658779084682465, 0.11342936009168625]",0,True,foot,contrastive_transformer_embedding,False
990,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_0,transformer,0,False,True,True,frozen_pretrained,image,saycam,test,990,"['foot', 'hand', 'table', 'puzzle']","[0.6821771860122681, 0.02214372344315052, 0.09041448682546616, 0.20526465773582458]",0,True,foot,contrastive_transformer_embedding,False
991,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_0,transformer,0,False,True,True,frozen_pretrained,image,saycam,test,991,"['foot', 'crib', 'sand', 'room']","[0.04035695269703865, 0.5143606662750244, 0.10932107269763947, 0.33596131205558777]",1,False,foot,contrastive_transformer_embedding,False
992,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_0,transformer,0,False,True,True,frozen_pretrained,image,saycam,test,992,"['foot', 'floor', 'puzzle', 'stairs']","[0.36655718088150024, 0.19686107337474823, 0.392587810754776, 0.04399393871426582]",2,False,foot,contrastive_transformer_embedding,False
993,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_0,transformer,0,False,True,True,frozen_pretrained,image,saycam,test,993,"['foot', 'toy', 'cat', 'hand']","[0.7910976409912109, 0.09435747563838959, 0.015231164172291756, 0.0993136614561081]",0,True,foot,contrastive_transformer_embedding,False
994,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_0,transformer,0,False,True,True,frozen_pretrained,image,saycam,test,994,"['foot', 'hand', 'basket', 'ball']","[0.5943992733955383, 0.303631067276001, 0.07080966979265213, 0.03116002306342125]",0,True,foot,contrastive_transformer_embedding,False
995,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_0,transformer,0,False,True,True,frozen_pretrained,image,saycam,test,995,"['foot', 'crib', 'door', 'toy']","[0.2015070915222168, 0.33654627203941345, 0.2540573179721832, 0.2078893482685089]",1,False,foot,contrastive_transformer_embedding,False
996,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_0,transformer,0,False,True,True,frozen_pretrained,image,saycam,test,996,"['foot', 'basket', 'table', 'stairs']","[0.19204294681549072, 0.3031816780567169, 0.4486030042171478, 0.05617239698767662]",2,False,foot,contrastive_transformer_embedding,False
997,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_0,transformer,0,False,True,True,frozen_pretrained,image,saycam,test,997,"['foot', 'floor', 'stairs', 'car']","[0.7405928373336792, 0.014704952947795391, 0.09369233250617981, 0.15100981295108795]",0,True,foot,contrastive_transformer_embedding,False
998,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_0,transformer,0,False,True,True,frozen_pretrained,image,saycam,test,998,"['foot', 'computer', 'sand', 'window']","[0.3225719630718231, 0.07419323921203613, 0.3313397467136383, 0.27189505100250244]",2,False,foot,contrastive_transformer_embedding,False
999,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_0,transformer,0,False,True,True,frozen_pretrained,image,saycam,test,999,"['foot', 'basket', 'kitchen', 'toy']","[0.24838769435882568, 0.017887776717543602, 0.01940285600721836, 0.7143216729164124]",3,False,foot,contrastive_transformer_embedding,False
1000,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_0,transformer,0,False,True,True,frozen_pretrained,image,saycam,test,1000,"['ground', 'basket', 'crib', 'ball']","[0.5820440053939819, 0.13406449556350708, 0.13300706446170807, 0.15088440477848053]",0,True,ground,contrastive_transformer_embedding,False
1001,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_0,transformer,0,False,True,True,frozen_pretrained,image,saycam,test,1001,"['ground', 'road', 'computer', 'paper']","[0.6542295217514038, 0.16940206289291382, 0.022233955562114716, 0.15413452684879303]",0,True,ground,contrastive_transformer_embedding,False
1002,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_0,transformer,0,False,True,True,frozen_pretrained,image,saycam,test,1002,"['ground', 'toy', 'ball', 'window']","[0.6511957049369812, 0.08398231863975525, 0.14100204408168793, 0.12381987273693085]",0,True,ground,contrastive_transformer_embedding,False
1003,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_0,transformer,0,False,True,True,frozen_pretrained,image,saycam,test,1003,"['ground', 'road', 'paper', 'sand']","[0.02670927532017231, 0.05871305987238884, 0.24716657400131226, 0.6674110889434814]",3,False,ground,contrastive_transformer_embedding,False
1004,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_0,transformer,0,False,True,True,frozen_pretrained,image,saycam,test,1004,"['ground', 'car', 'crib', 'hand']","[0.10604865849018097, 0.4585585594177246, 0.08145052939653397, 0.35394230484962463]",1,False,ground,contrastive_transformer_embedding,False
1005,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_0,transformer,0,False,True,True,frozen_pretrained,image,saycam,test,1005,"['ground', 'cat', 'chair', 'paper']","[0.6858397722244263, 0.10207062214612961, 0.11524143069982529, 0.09684815257787704]",0,True,ground,contrastive_transformer_embedding,False
1006,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_0,transformer,0,False,True,True,frozen_pretrained,image,saycam,test,1006,"['ground', 'hand', 'basket', 'room']","[0.6745213866233826, 0.10000830888748169, 0.022322865203022957, 0.20314738154411316]",0,True,ground,contrastive_transformer_embedding,False
1007,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_0,transformer,0,False,True,True,frozen_pretrained,image,saycam,test,1007,"['ground', 'computer', 'chair', 'toy']","[0.49727749824523926, 0.17722104489803314, 0.04439505562186241, 0.2811063826084137]",0,True,ground,contrastive_transformer_embedding,False
1008,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_0,transformer,0,False,True,True,frozen_pretrained,image,saycam,test,1008,"['ground', 'sand', 'foot', 'table']","[0.503486692905426, 0.4178982377052307, 0.045452188700437546, 0.033162910491228104]",0,True,ground,contrastive_transformer_embedding,False
1009,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_0,transformer,0,False,True,True,frozen_pretrained,image,saycam,test,1009,"['ground', 'puzzle', 'car', 'hand']","[0.415606290102005, 0.058375824242830276, 0.5107871890068054, 0.015230683609843254]",2,False,ground,contrastive_transformer_embedding,False
1010,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_0,transformer,0,False,True,True,frozen_pretrained,image,saycam,test,1010,"['ground', 'puzzle', 'road', 'room']","[0.08406304568052292, 0.10274344682693481, 0.7907813191413879, 0.02241220325231552]",2,False,ground,contrastive_transformer_embedding,False
1011,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_0,transformer,0,False,True,True,frozen_pretrained,image,saycam,test,1011,"['ground', 'ball', 'computer', 'hand']","[0.5415022373199463, 0.2754562497138977, 0.14481830596923828, 0.03822321817278862]",0,True,ground,contrastive_transformer_embedding,False
1012,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_0,transformer,0,False,True,True,frozen_pretrained,image,saycam,test,1012,"['ground', 'stairs', 'door', 'toy']","[0.14768260717391968, 0.4915553331375122, 0.24613326787948608, 0.1146288737654686]",1,False,ground,contrastive_transformer_embedding,False
1013,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_0,transformer,0,False,True,True,frozen_pretrained,image,saycam,test,1013,"['ground', 'room', 'floor', 'crib']","[0.26208066940307617, 0.07645188271999359, 0.5659802556037903, 0.09548719227313995]",2,False,ground,contrastive_transformer_embedding,False
1014,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_0,transformer,0,False,True,True,frozen_pretrained,image,saycam,test,1014,"['ground', 'sand', 'road', 'hand']","[0.49413833022117615, 0.3256724774837494, 0.11275578290224075, 0.0674334242939949]",0,True,ground,contrastive_transformer_embedding,False
1015,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_0,transformer,0,False,True,True,frozen_pretrained,image,saycam,test,1015,"['ground', 'ball', 'foot', 'sand']","[0.08571939170360565, 0.1739981472492218, 0.02012377232313156, 0.7201586365699768]",3,False,ground,contrastive_transformer_embedding,False
1016,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_0,transformer,0,False,True,True,frozen_pretrained,image,saycam,test,1016,"['ground', 'basket', 'computer', 'toy']","[0.29765647649765015, 0.018765272572636604, 0.010924255475401878, 0.6726539731025696]",3,False,ground,contrastive_transformer_embedding,False
1017,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_0,transformer,0,False,True,True,frozen_pretrained,image,saycam,test,1017,"['ground', 'puzzle', 'ball', 'door']","[0.9147849082946777, 0.007118697743862867, 0.021244799718260765, 0.05685149505734444]",0,True,ground,contrastive_transformer_embedding,False
1018,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_0,transformer,0,False,True,True,frozen_pretrained,image,saycam,test,1018,"['ground', 'puzzle', 'door', 'computer']","[0.39637118577957153, 0.11455248296260834, 0.431033730506897, 0.05804261565208435]",2,False,ground,contrastive_transformer_embedding,False
1019,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_0,transformer,0,False,True,True,frozen_pretrained,image,saycam,test,1019,"['ground', 'foot', 'window', 'road']","[0.05221519246697426, 0.027189968153834343, 0.3565012812614441, 0.5640935301780701]",3,False,ground,contrastive_transformer_embedding,False
1020,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_0,transformer,0,False,True,True,frozen_pretrained,image,saycam,test,1020,"['ground', 'basket', 'cat', 'room']","[0.7527416348457336, 0.02168574556708336, 0.055995650589466095, 0.16957689821720123]",0,True,ground,contrastive_transformer_embedding,False
1021,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_0,transformer,0,False,True,True,frozen_pretrained,image,saycam,test,1021,"['ground', 'car', 'stairs', 'sand']","[0.11253010481595993, 0.07500480860471725, 0.24280408024787903, 0.569661021232605]",3,False,ground,contrastive_transformer_embedding,False
1022,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_0,transformer,0,False,True,True,frozen_pretrained,image,saycam,test,1022,"['ground', 'foot', 'hand', 'crib']","[0.5420918464660645, 0.055528830736875534, 0.289018839597702, 0.11336052417755127]",0,True,ground,contrastive_transformer_embedding,False
1023,multimodal_vit_dino_True_text_encoder_transformer_embedding_dim_512_batch_size_8_dropout_i_0.5_pos_embed_type_learned_fix_temperature_True_lr_0.0001_lr_scheduler_True_weight_decay_0.1_max_epochs_400_seed_0,transformer,0,False,True,True,frozen_pretrained,image,saycam,test,1023,"['ground', 'basket', 'kitchen', 'hand']","[0.37573370337486267, 0.16181769967079163, 0.09625308960676193, 0.3661954700946808]",0,True,ground,contrastive_transformer_embedding,False
